Index,Temperature,Humidity%,Rain
3913,34,55.5,Yes
3914,32,61.0,Yes
3915,33,54.1,Yes
3916,32,65.5,Yes
3917,28,62.5,Yes
3918,20,55.6,No
3919,26,51.7,Yes
3920,15,50.5,No
3921,18,46.7,No
3922,26,50.1,Yes
3923,34,49.1,Yes
3924,25,58.1,Yes
3925,28,72.5,Yes
3926,19,63.7,No
3927,17,64.3,No
3928,16,56.8,No
3929,17,58.2,No
3930,33,62.9,Yes
3931,30,71.1,Yes
3932,27,83.2,Yes
3933,34,82.8,Yes
3934,29,96.0,Yes
3935,23,92.4,Yes
3936,24,80.3,Yes
3937,28,79.0,Yes
3938,34,91.8,Yes
3939,23,90.6,Yes
3940,23,73.4,Yes
3941,30,80.8,Yes
3942,30,88.4,Yes
3943,23,89.7,Yes
3944,30,93.8,Yes
3945,23,82.6,Yes
3946,31,68.4,Yes
3947,30,65.5,Yes
3948,23,68.7,Yes
3949,17,81.7,No
3950,30,74.0,Yes
3951,30,66.4,Yes
3952,16,66.5,No
3953,20,62.7,No
3954,14,63.5,No
3955,27,66.0,Yes
3956,17,70.2,No
3957,25,71.1,Yes
3958,32,73.3,Yes
3959,14,77.5,No
3960,13,58.7,No
3961,20,68.3,No
3962,15,66.9,No
3963,17,64.6,No
3964,20,56.4,No
3965,33,63.7,Yes
3966,24,71.6,Yes
3967,24,79.3,Yes
3968,12,79.3,No
3969,23,85.3,Yes
3970,34,83.9,Yes
3971,17,86.6,No
3972,20,70.8,No
3973,18,80.7,No
3974,19,80.5,No
3975,14,79.0,No
3976,33,88.3,Yes
3977,20,84.4,No
3978,23,82.3,Yes
3979,34,70.3,Yes
3980,16,63.5,No
3981,29,56.0,Yes
3982,24,59.0,Yes
3983,16,64.5,No
3984,23,55.4,Yes
3985,19,64.6,No
3986,19,58.3,No
3987,31,73.4,Yes
3988,19,72.4,No
3989,13,60.8,No
3990,20,53.3,No
3991,20,39.1,No
3992,15,39.0,No
3993,31,43.0,Yes
3994,15,45.4,No
3995,34,57.0,Yes
3996,32,83.3,Yes
3997,13,72.4,No
3998,14,70.6,No
3999,16,66.1,No
4000,14,69.1,No
4001,31,71.3,Yes
4002,27,69.1,Yes
4003,33,96.9,Yes
4004,28,95.3,Yes
4005,27,99.7,Yes
4006,29,98.5,Yes
4007,29,91.6,Yes
4008,23,84.7,Yes
4009,31,96.0,Yes
4010,26,93.3,Yes
4011,15,77.6,No
4012,34,88.5,Yes
4013,24,91.9,Yes
4014,33,90.5,Yes
4015,26,86.0,Yes
4016,27,89.6,Yes
4017,23,77.4,Yes
4018,26,74.7,Yes
4019,15,72.5,No
4020,29,91.3,Yes
4021,27,80.8,Yes
4022,13,71.4,No
4023,19,77.3,No
4024,17,66.9,No
4025,18,70.9,No
4026,14,77.1,No
4027,25,75.9,Yes
4028,29,77.4,Yes
4029,27,77.5,Yes
4030,27,91.1,Yes
4031,18,65.6,No
4032,27,76.9,Yes
4033,12,70.9,No
4034,20,71.2,No
4035,21,64.8,No
4036,26,62.9,Yes
4037,34,84.6,Yes
4038,14,88.5,No
4039,12,85.5,No
4040,33,89.5,Yes
4041,14,91.4,No
4042,17,95.3,No
4043,19,79.0,No
4044,13,84.3,No
4045,21,82.1,No
4046,14,89.2,No
4047,18,78.6,No
4048,27,81.9,Yes
4049,28,77.2,Yes
4050,16,67.1,No
4051,21,54.6,No
4052,16,52.4,No
4053,25,50.6,Yes
4054,30,64.4,Yes
4055,26,48.7,Yes
4056,30,59.2,Yes
4057,34,51.7,Yes
4058,32,70.1,Yes
4059,31,64.3,Yes
4060,28,56.4,Yes
4061,24,48.5,Yes
4062,24,39.6,Yes
4063,25,39.3,Yes
4064,33,46.5,Yes
4065,14,41.9,No
4066,34,53.2,Yes
4067,30,75.6,Yes
4068,12,72.6,No
4069,16,69.9,No
4070,19,66.1,No
4071,12,71.6,No
4072,29,67.7,Yes
4073,30,94.6,Yes
4074,33,94.2,Yes
4075,34,97.7,Yes
4076,32,94.7,Yes
4077,30,90.2,Yes
4078,16,83.5,No
4079,28,83.0,Yes
4080,31,88.7,Yes
4081,24,88.6,Yes
4082,29,69.8,Yes
4083,34,76.3,Yes
4084,27,88.5,Yes
4085,28,89.3,Yes
4086,32,72.1,Yes
4087,28,77.1,Yes
4088,18,70.3,No
4089,29,69.5,Yes
4090,21,69.2,No
4091,32,78.2,Yes
4092,19,71.7,No
4093,19,70.6,No
4094,23,67.9,Yes
4095,13,67.5,No
4096,21,71.0,No
4097,14,68.6,No
4098,17,74.9,No
4099,26,76.0,Yes
4100,28,76.2,Yes
4101,12,75.9,No
4102,19,63.2,No
4103,12,74.9,No
4104,16,69.2,No
4105,19,69.3,No
4106,16,58.2,No
4107,27,62.9,Yes
4108,25,73.7,Yes
4109,31,84.7,Yes
4110,14,84.0,No
4111,31,86.6,Yes
4112,28,88.2,Yes
4113,18,83.0,No
4114,14,77.4,No
4115,18,79.9,No
4116,16,82.7,No
4117,17,83.6,No
4118,29,79.7,Yes
4119,30,71.6,Yes
4120,33,78.5,Yes
4121,28,73.7,Yes
4122,34,60.2,Yes
4123,15,50.1,No
4124,33,56.4,Yes
4125,29,59.2,Yes
4126,29,52.6,Yes
4127,30,59.7,Yes
4128,34,54.6,Yes
4129,30,66.8,Yes
4130,20,72.6,No
4131,33,56.6,Yes
4132,20,53.3,No
4133,25,45.4,Yes
4134,18,45.4,No
4135,33,51.4,Yes
4136,19,51.5,No
4137,34,36.6,Yes
4138,31,84.2,Yes
4139,20,70.9,No
4140,15,64.8,No
4141,13,57.1,No
4142,14,54.4,No
4143,26,71.1,Yes
4144,30,42.8,Yes
4145,32,70.0,Yes
4146,29,70.9,Yes
4147,23,87.7,Yes
4148,23,97.3,Yes
4149,19,82.6,No
4150,32,70.8,Yes
4151,29,76.9,Yes
4152,26,95.2,Yes
4153,34,80.4,Yes
4154,30,84.8,Yes
4155,31,91.6,Yes
4156,32,58.5,Yes
4157,31,98.7,Yes
4158,30,84.4,Yes
4159,30,77.5,Yes
4160,32,76.7,Yes
4161,28,72.4,Yes
4162,20,90.9,No
4163,28,74.5,Yes
4164,14,70.9,No
4165,19,74.4,No
4166,14,65.6,No
4167,30,67.8,Yes
4168,27,71.6,Yes
4169,30,72.0,Yes
4170,30,77.5,Yes
4171,30,75.1,Yes
4172,12,80.9,No
4173,12,65.1,No
4174,20,72.1,No
4175,33,68.6,Yes
4176,19,76.4,No
4177,17,69.9,No
4178,15,74.4,No
4179,32,89.3,Yes
4180,25,83.9,Yes
4181,12,81.7,No
4182,34,82.5,Yes
4183,24,84.5,Yes
4184,19,79.4,No
4185,28,72.5,Yes
4186,21,77.4,No
4187,17,77.7,No
4188,15,79.7,No
4189,20,75.0,No
4190,13,65.9,No
4191,23,66.7,Yes
4192,14,62.9,No
4193,19,52.3,No
4194,20,47.6,No
4195,31,48.0,Yes
4196,16,56.6,No
4197,29,45.5,Yes
4198,33,52.3,Yes
4199,33,45.4,Yes
4200,26,59.0,Yes
4201,24,55.1,Yes
4202,30,51.0,Yes
4203,21,45.9,No
4204,17,37.6,No
4205,16,36.2,No
4206,17,43.4,No
4207,17,34.8,No
4208,23,49.5,Yes
4209,30,72.1,Yes
4210,31,61.7,Yes
4211,20,58.5,No
4212,20,61.0,No
4213,16,60.5,No
4214,23,59.4,Yes
4215,27,93.7,Yes
4216,33,87.2,Yes
4217,34,81.2,Yes
4218,31,94.7,Yes
4219,26,90.2,Yes
4220,19,74.9,No
4221,32,80.4,Yes
4222,32,88.7,Yes
4223,28,88.6,Yes
4224,30,69.8,Yes
4225,28,76.3,Yes
4226,26,87.9,Yes
4227,27,87.4,Yes
4228,23,86.9,Yes
4229,32,72.8,Yes
4230,23,63.4,Yes
4231,34,63.9,Yes
4232,17,69.2,No
4233,32,78.2,Yes
4234,14,71.7,No
4235,14,68.3,No
4236,21,61.6,No
4237,20,63.7,No
4238,19,65.9,No
4239,33,62.6,Yes
4240,13,70.0,No
4241,31,70.2,Yes
4242,31,70.1,Yes
4243,12,75.9,No
4244,18,63.2,No
4245,24,70.5,Yes
4246,15,65.2,No
4247,12,60.4,No
4248,17,54.1,No
4249,33,60.4,Yes
4250,23,68.4,Yes
4251,17,79.7,No
4252,28,76.4,Yes
4253,33,82.1,Yes
4254,31,83.6,Yes
4255,17,85.4,No
4256,13,72.0,No
4257,18,79.9,No
4258,31,82.7,Yes
4259,16,76.6,No
4260,21,79.9,No
4261,18,71.4,No
4262,25,71.1,Yes
4263,21,68.8,No
4264,28,55.1,Yes
4265,25,54.4,Yes
4266,28,54.6,Yes
4267,18,64.2,No
4268,28,49.9,Yes
4269,13,61.0,No
4270,28,53.9,Yes
4271,27,68.4,Yes
4272,20,65.2,No
4273,32,57.5,Yes
4274,16,49.7,No
4275,15,40.9,No
4276,19,39.5,No
4277,17,45.8,No
4278,20,37.2,No
4279,32,51.5,Yes
4280,33,68.3,Yes
4281,13,64.4,No
4282,15,67.3,No
4283,18,66.6,No
4284,14,66.0,No
4285,31,66.4,Yes
4286,29,88.2,Yes
4287,28,84.0,Yes
4288,25,85.3,Yes
4289,25,93.3,Yes
4290,26,90.6,Yes
4291,24,77.5,Yes
4292,24,84.1,Yes
4293,34,91.6,Yes
4294,30,91.3,Yes
4295,17,74.3,No
4296,26,78.9,Yes
4297,29,87.0,Yes
4298,30,90.2,Yes
4299,27,88.0,Yes
4300,33,80.3,Yes
4301,26,73.0,Yes
4302,33,69.6,Yes
4303,34,74.3,Yes
4304,32,82.4,Yes
4305,26,74.6,Yes
4306,18,69.6,No
4307,21,69.4,No
4308,18,67.2,No
4309,21,69.3,No
4310,30,68.8,Yes
4311,29,74.0,Yes
4312,27,79.8,Yes
4313,24,76.9,Yes
4314,29,81.7,Yes
4315,13,64.6,No
4316,29,77.3,Yes
4317,25,71.1,Yes
4318,17,70.8,No
4319,19,58.9,No
4320,26,61.7,Yes
4321,26,73.4,Yes
4322,28,81.4,Yes
4323,27,80.0,Yes
4324,31,87.1,Yes
4325,26,86.7,Yes
4326,17,83.0,No
4327,12,76.1,No
4328,30,85.1,Yes
4329,32,84.5,Yes
4330,24,80.5,Yes
4331,31,90.9,Yes
4332,20,74.9,No
4333,23,79.2,Yes
4334,18,71.3,No
4335,24,58.7,Yes
4336,32,58.2,Yes
4337,31,58.7,Yes
4338,29,67.0,Yes
4339,30,51.6,Yes
4340,26,61.1,Yes
4341,23,57.8,Yes
4342,33,71.9,Yes
4343,15,68.8,No
4344,34,57.3,Yes
4345,15,51.1,No
4346,16,42.6,No
4347,17,38.2,No
4348,16,43.5,No
4349,21,36.4,No
4350,30,55.4,Yes
4351,31,70.2,Yes
4352,15,65.7,No
4353,29,68.9,Yes
4354,14,62.9,No
4355,18,65.7,No
4356,29,68.5,Yes
4357,26,99.1,Yes
4358,27,91.2,Yes
4359,33,92.5,Yes
4360,30,99.4,Yes
4361,26,98.5,Yes
4362,26,82.6,Yes
4363,30,90.2,Yes
4364,32,99.1,Yes
4365,28,97.1,Yes
4366,25,80.8,Yes
4367,32,87.1,Yes
4368,26,96.2,Yes
4369,31,99.1,Yes
4370,26,98.1,Yes
4371,28,83.3,Yes
4372,31,74.5,Yes
4373,31,71.9,Yes
4374,26,87.5,Yes
4375,29,91.1,Yes
4376,24,82.2,Yes
4377,13,77.1,No
4378,13,70.2,No
4379,14,73.2,No
4380,20,78.4,No
4381,19,75.8,No
4382,20,82.9,No
4383,28,85.7,Yes
4384,28,84.2,Yes
4385,33,90.2,Yes
4386,17,71.0,No
4387,30,82.2,Yes
4388,12,73.6,No
4389,18,75.8,No
4390,29,58.7,Yes
4391,33,60.1,Yes
4392,32,75.4,Yes
4393,34,90.2,Yes
4394,19,88.4,No
4395,28,91.6,Yes
4396,25,94.2,Yes
4397,21,95.8,No
4398,19,81.1,No
4399,28,91.5,Yes
4400,24,94.6,Yes
4401,31,88.4,Yes
4402,23,91.5,Yes
4403,18,74.6,No
4404,24,78.6,Yes
4405,14,66.2,No
4406,19,57.9,No
4407,27,56.9,Yes
4408,26,55.0,Yes
4409,28,59.9,Yes
4410,28,49.5,Yes
4411,34,56.1,Yes
4412,32,50.9,Yes
4413,25,66.0,Yes
4414,24,69.0,Yes
4415,17,56.8,No
4416,21,49.0,No
4417,13,41.1,No
4418,19,39.4,No
4419,19,42.5,No
4420,12,35.3,No
4421,24,55.6,Yes
4422,30,69.2,Yes
4423,31,66.8,Yes
4424,17,63.3,No
4425,14,62.4,No
4426,21,62.4,No
4427,26,64.4,Yes
4428,33,94.6,Yes
4429,23,84.4,Yes
4430,32,88.9,Yes
4431,33,97.8,Yes
4432,28,94.6,Yes
4433,27,78.7,Yes
4434,24,86.6,Yes
4435,28,94.0,Yes
4436,28,92.5,Yes
4437,24,75.3,Yes
4438,29,80.2,Yes
4439,25,92.0,Yes
4440,30,93.8,Yes
4441,28,90.7,Yes
4442,34,76.7,Yes
4443,31,70.4,Yes
4444,31,67.5,Yes
4445,31,80.9,Yes
4446,34,84.2,Yes
4447,31,78.6,Yes
4448,21,73.4,No
4449,12,69.0,No
4450,18,68.5,No
4451,19,71.6,No
4452,24,68.1,Yes
4453,16,75.5,No
4454,29,78.5,Yes
4455,27,79.3,Yes
4456,28,83.8,Yes
4457,15,69.6,No
4458,28,76.5,Yes
4459,33,69.9,Yes
4460,13,71.0,No
4461,15,61.8,No
4462,33,57.2,Yes
4463,26,72.1,Yes
4464,28,81.2,Yes
4465,13,81.6,No
4466,32,86.7,Yes
4467,24,88.2,Yes
4468,20,88.7,No
4469,13,77.2,No
4470,23,85.1,Yes
4471,23,86.6,Yes
4472,23,81.1,Yes
4473,20,84.3,No
4474,17,64.7,No
4475,28,67.6,Yes
4476,17,67.4,No
4477,18,54.4,No
4478,18,52.0,No
4479,28,52.3,Yes
4480,23,58.2,Yes
4481,32,49.0,Yes
4482,34,56.5,Yes
4483,14,48.1,No
4484,24,60.5,Yes
4485,17,64.0,No
4486,23,53.6,Yes
4487,13,46.5,No
4488,21,39.1,No
4489,15,38.1,No
4490,17,41.6,No
4491,14,34.2,No
4492,23,52.8,Yes
4493,32,67.2,Yes
4494,31,61.1,Yes
4495,31,57.9,Yes
4496,17,58.0,No
4497,15,58.4,No
4498,29,56.8,Yes
4499,29,89.1,Yes
4500,33,78.5,Yes
4501,32,85.7,Yes
4502,34,96.5,Yes
4503,34,87.3,Yes
4504,23,73.2,Yes
4505,24,82.6,Yes
4506,28,90.5,Yes
4507,34,88.2,Yes
4508,28,72.6,Yes
4509,23,75.7,Yes
4510,23,89.3,Yes
4511,30,90.4,Yes
4512,31,87.0,Yes
4513,19,71.8,No
4514,25,66.7,Yes
4515,24,61.8,Yes
4516,24,74.0,Yes
4517,24,80.6,Yes
4518,23,75.8,Yes
4519,33,69.7,Yes
4520,14,65.1,No
4521,12,64.2,No
4522,12,68.1,No
4523,20,64.9,No
4524,12,65.4,No
4525,24,69.8,Yes
4526,24,73.4,Yes
4527,15,77.9,No
4528,21,64.9,No
4529,26,72.7,Yes
4530,24,65.0,Yes
4531,18,62.1,No
4532,12,59.3,No
4533,29,57.6,Yes
4534,23,70.0,Yes
4535,20,74.2,No
4536,23,78.0,Yes
4537,25,83.8,Yes
4538,23,85.2,Yes
4539,16,81.7,No
4540,19,70.9,No
4541,18,81.1,No
4542,34,80.9,Yes
4543,16,74.8,No
4544,23,80.5,Yes
4545,17,67.1,No
4546,31,74.0,Yes
4547,17,64.6,No
4548,16,55.9,No
4549,27,57.3,Yes
4550,27,51.8,Yes
4551,26,59.7,Yes
4552,32,47.5,Yes
4553,24,55.7,Yes
4554,23,51.5,Yes
4555,23,64.0,Yes
4556,13,62.5,No
4557,20,49.9,No
4558,15,47.5,No
4559,13,42.6,No
4560,21,39.6,No
4561,15,42.9,No
4562,30,37.1,Yes
4563,34,57.5,Yes
4564,29,66.2,Yes
4565,27,72.1,Yes
4566,29,61.4,Yes
4567,14,60.0,No
4568,12,61.6,No
4569,31,60.5,Yes
4570,30,89.6,Yes
4571,26,86.7,Yes
4572,34,88.4,Yes
4573,29,95.1,Yes
4574,29,89.2,Yes
4575,34,75.7,Yes
4576,34,82.4,Yes
4577,25,93.6,Yes
4578,31,87.5,Yes
4579,23,72.2,Yes
4580,28,79.6,Yes
4581,30,87.1,Yes
4582,29,91.8,Yes
4583,27,86.8,Yes
4584,23,71.9,Yes
4585,24,65.8,Yes
4586,28,60.2,Yes
4587,32,71.6,Yes
4588,32,79.9,Yes
4589,31,72.4,Yes
4590,34,71.4,Yes
4591,13,64.5,No
4592,14,64.7,No
4593,18,67.5,No
4594,15,64.1,No
4595,20,70.9,No
4596,31,71.5,Yes
4597,26,73.4,Yes
4598,24,81.0,Yes
4599,15,66.6,No
4600,29,74.1,Yes
4601,27,68.5,Yes
4602,19,64.6,No
4603,12,61.8,No
4604,26,64.1,Yes
4605,25,74.0,Yes
4606,24,79.9,Yes
4607,18,78.3,No
4608,26,86.3,Yes
4609,26,88.1,Yes
4610,16,85.6,No
4611,13,72.9,No
4612,23,82.1,Yes
4613,23,83.0,Yes
4614,25,76.8,Yes
4615,33,71.2,Yes
4616,31,62.2,Yes
4617,25,68.1,Yes
4618,31,61.4,Yes
4619,18,50.9,No
4620,31,51.8,Yes
4621,34,52.0,Yes
4622,25,54.9,Yes
4623,31,47.1,Yes
4624,23,55.2,Yes
4625,28,51.4,Yes
4626,33,57.1,Yes
4627,33,58.2,Yes
4628,24,53.1,Yes
4629,34,47.7,Yes
4630,15,39.9,No
4631,16,37.2,No
4632,30,37.3,Yes
4633,12,34.5,Yes
4634,32,48.1,Yes
4635,24,63.1,Yes
4636,34,61.8,Yes
4637,17,57.0,No
4638,31,57.2,Yes
4639,15,59.8,No
4640,25,58.2,Yes
4641,29,81.0,Yes
4642,23,73.1,Yes
4643,29,79.4,Yes
4644,33,87.8,Yes
4645,27,81.1,Yes
4646,15,69.8,No
4647,30,72.9,Yes
4648,29,81.1,Yes
4649,34,75.6,Yes
4650,34,64.7,Yes
4651,27,68.8,Yes
4652,23,74.7,Yes
4653,25,82.9,Yes
4654,26,78.8,Yes
4655,33,66.3,Yes
4656,34,64.9,Yes
4657,28,56.8,Yes
4658,30,61.4,Yes
4659,31,73.6,Yes
4660,29,68.0,Yes
4661,21,66.0,No
4662,16,60.8,No
4663,12,59.4,No
4664,14,62.0,No
4665,20,56.4,No
4666,28,62.1,Yes
4667,29,66.8,Yes
4668,25,67.0,Yes
4669,24,74.7,Yes
4670,16,58.7,No
4671,24,67.6,Yes
4672,34,61.7,Yes
4673,31,59.7,Yes
4674,16,57.4,No
4675,27,58.7,Yes
4676,26,52.1,Yes
4677,28,72.5,Yes
4678,16,70.1,No
4679,30,76.1,Yes
4680,29,76.7,Yes
4681,18,72.3,No
4682,21,64.7,No
4683,31,75.3,Yes
4684,15,75.6,No
4685,32,70.1,Yes
4686,30,76.9,Yes
4687,17,66.8,No
4688,27,68.6,Yes
4689,31,68.2,Yes
4690,15,55.7,No
4691,31,55.7,Yes
4692,29,51.6,Yes
4693,32,58.5,Yes
4694,30,43.9,Yes
4695,30,56.7,Yes
4696,27,50.7,Yes
4697,28,62.5,Yes
4698,28,59.1,Yes
4699,16,47.9,No
4700,15,48.1,No
4701,16,40.7,No
4702,13,37.8,No
4703,33,38.9,Yes
4704,18,39.0,No
4705,23,47.4,Yes
4706,24,65.3,Yes
4707,15,61.8,No
4708,15,58.0,No
4709,14,54.5,No
4710,16,56.1,No
4711,26,56.7,Yes
4712,30,94.8,Yes
4713,28,79.9,Yes
4714,26,91.1,Yes
4715,32,99.0,Yes
4716,25,92.7,Yes
4717,34,75.1,Yes
4718,26,81.8,Yes
4719,26,97.4,Yes
4720,30,89.2,Yes
4721,24,70.7,Yes
4722,30,79.4,Yes
4723,24,90.1,Yes
4724,28,95.5,Yes
4725,32,90.0,Yes
4726,27,71.5,Yes
4727,19,67.7,No
4728,16,57.8,No
4729,34,66.7,Yes
4730,26,80.0,Yes
4731,32,73.9,Yes
4732,12,68.6,No
4733,17,66.9,No
4734,12,63.6,No
4735,18,64.1,No
4736,12,59.4,No
4737,13,69.0,No
4738,18,68.6,No
4739,25,70.5,Yes
4740,20,83.4,No
4741,21,59.4,No
4742,13,74.4,No
4743,28,64.1,Yes
4744,31,65.1,Yes
4745,21,63.0,No
4746,30,65.6,Yes
4747,25,70.1,Yes
4748,15,78.8,No
4749,15,74.4,No
4750,14,82.9,No
4751,34,89.8,Yes
4752,12,83.4,No
4753,14,71.1,No
4754,30,83.4,Yes
4755,32,76.1,Yes
4756,31,76.8,Yes
4757,32,75.8,Yes
4758,14,66.8,No
4759,26,68.1,Yes
4760,33,67.4,Yes
4761,25,56.0,Yes
4762,29,55.7,Yes
4763,28,53.2,Yes
4764,29,58.0,Yes
4765,26,44.8,Yes
4766,34,54.1,Yes
4767,31,50.7,Yes
4768,26,62.1,Yes
4769,26,57.9,Yes
4770,28,48.1,Yes
4771,28,47.6,Yes
4772,15,41.5,No
4773,18,37.6,No
4774,20,39.3,No
4775,31,38.3,Yes
4776,34,45.8,Yes
4777,26,60.9,Yes
4778,30,59.9,Yes
4779,28,52.4,Yes
4780,20,51.8,No
4781,15,50.2,No
4782,25,52.9,Yes
4783,28,91.3,Yes
4784,33,79.9,Yes
4785,34,87.3,Yes
4786,33,93.2,Yes
4787,23,86.7,Yes
4788,25,70.4,Yes
4789,34,79.8,Yes
4790,25,94.3,Yes
4791,33,86.5,Yes
4792,30,70.0,Yes
4793,24,80.7,Yes
4794,26,74.9,Yes
4795,28,70.7,Yes
4796,25,74.1,Yes
4797,30,63.9,Yes
4798,17,60.0,No
4799,26,59.3,Yes
4800,34,63.6,Yes
4801,26,70.0,Yes
4802,30,72.0,Yes
4803,12,65.8,No
4804,21,67.0,No
4805,16,60.2,No
4806,14,64.3,No
4807,27,59.9,Yes
4808,14,68.0,No
4809,33,65.8,Yes
4810,32,67.8,Yes
4811,24,71.3,Yes
4812,20,60.8,No
4813,30,65.2,Yes
4814,33,61.0,Yes
4815,18,59.3,No
4816,17,56.4,No
4817,27,58.6,Yes
4818,32,62.1,Yes
4819,25,68.6,Yes
4820,15,66.6,No
4821,13,71.2,No
4822,34,72.2,Yes
4823,21,69.1,No
4824,31,63.7,Yes
4825,27,70.1,Yes
4826,25,70.8,Yes
4827,25,66.2,Yes
4828,31,70.6,Yes
4829,32,65.6,Yes
4830,30,67.9,Yes
4831,28,62.0,Yes
4832,16,52.4,No
4833,26,55.4,Yes
4834,26,59.8,Yes
4835,26,61.3,Yes
4836,25,51.8,Yes
4837,28,59.5,Yes
4838,25,56.1,Yes
4839,23,63.9,Yes
4840,33,61.7,Yes
4841,23,54.7,Yes
4842,19,51.5,No
4843,20,44.6,No
4844,28,43.6,Yes
4845,20,45.7,No
4846,31,42.1,Yes
4847,23,50.6,Yes
4848,31,61.7,Yes
4849,26,62.7,Yes
4850,19,59.0,No
4851,17,59.2,No
4852,19,56.2,No
4853,24,56.9,Yes
4854,30,80.6,Yes
4855,32,74.6,Yes
4856,31,78.9,Yes
4857,30,81.6,Yes
4858,30,78.5,Yes
4859,28,70.3,Yes
4860,24,78.5,Yes
4861,27,82.3,Yes
4862,34,78.8,Yes
4863,24,68.8,Yes
4864,25,74.2,Yes
4865,32,75.2,Yes
4866,27,75.6,Yes
4867,31,75.1,Yes
4868,29,65.1,Yes
4869,19,61.8,No
4870,31,61.5,Yes
4871,27,67.3,Yes
4872,26,75.1,Yes
4873,24,71.5,Yes
4874,19,65.7,No
4875,19,61.8,No
4876,12,63.3,No
4877,16,69.0,No
4878,19,60.5,No
4879,33,65.1,Yes
4880,21,68.7,No
4881,31,69.3,Yes
4882,29,77.7,Yes
4883,30,62.7,Yes
4884,32,68.7,Yes
4885,26,62.9,Yes
4886,20,60.2,No
4887,16,56.1,No
4888,16,62.8,No
4889,32,64.0,Yes
4890,28,72.2,Yes
4891,23,68.9,Yes
4892,17,75.3,No
4893,33,76.6,Yes
4894,20,72.9,No
4895,28,66.1,Yes
4896,31,74.9,Yes
4897,32,74.9,Yes
4898,24,69.7,Yes
4899,28,77.4,Yes
4900,24,72.4,Yes
4901,28,74.2,Yes
4902,29,70.8,Yes
4903,18,60.2,No
4904,25,55.9,Yes
4905,26,62.6,Yes
4906,33,64.3,Yes
4907,23,58.0,Yes
4908,27,66.0,Yes
4909,28,57.3,Yes
4910,30,69.4,Yes
4911,28,63.8,Yes
4912,24,62.2,Yes
4913,12,49.0,No
4914,15,44.3,No
4915,31,44.8,Yes
4916,21,41.8,No
4917,12,42.2,No
4918,26,50.7,Yes
4919,30,68.0,Yes
4920,14,68.9,No
4921,17,61.7,No
4922,18,58.2,No
4923,16,60.6,No
4924,31,59.8,Yes
4925,31,87.6,Yes
4926,32,81.0,Yes
4927,32,84.2,Yes
4928,34,87.9,Yes
4929,25,74.7,Yes
4930,33,75.4,Yes
4931,31,76.7,Yes
4932,29,90.7,Yes
4933,29,85.4,Yes
4934,33,71.2,Yes
4935,29,74.4,Yes
4936,30,79.0,Yes
4937,29,75.7,Yes
4938,24,75.8,Yes
4939,20,64.9,No
4940,16,62.7,No
4941,32,62.9,Yes
4942,31,70.8,Yes
4943,24,76.9,Yes
4944,34,75.9,Yes
4945,14,68.0,No
4946,14,61.7,No
4947,16,65.8,No
4948,13,74.3,No
4949,16,60.7,No
4950,28,68.1,Yes
4951,12,71.0,No
4952,29,70.7,Yes
4953,25,88.8,Yes
4954,15,66.5,No
4955,31,73.3,Yes
4956,28,65.6,Yes
4957,16,60.2,No
4958,12,56.6,No
4959,17,59.7,No
4960,30,65.0,Yes
4961,20,76.4,No
4962,16,70.2,No
4963,17,80.2,No
4964,34,84.0,Yes
4965,15,77.6,No
4966,14,67.5,No
4967,15,80.9,No
4968,17,80.0,No
4969,19,75.2,No
4970,19,89.0,No
4971,15,76.1,No
4972,28,73.4,Yes
4973,19,79.4,No
4974,12,60.6,No
4975,18,47.3,No
4976,20,60.6,No
4977,30,69.6,Yes
4978,16,61.6,No
4979,27,61.6,Yes
4980,29,57.6,Yes
4981,29,74.8,Yes
4982,29,81.5,Yes
4983,13,70.6,No
4984,19,61.1,No
4985,19,52.1,No
4986,16,50.2,No
4987,30,54.5,Yes
4988,17,42.7,No
4989,25,58.6,Yes
4990,30,86.4,Yes
4991,20,64.2,No
4992,20,56.0,No
4993,20,66.7,No
4994,18,66.7,No
4995,28,78.6,Yes
4996,29,92.7,Yes
4997,33,96.5,Yes
4998,29,92.9,Yes
4999,28,99.6,Yes
5000,32,95.4,Yes
5001,15,95.3,No
5002,33,89.4,Yes
5003,33,97.4,Yes
5004,24,93.8,Yes
5005,12,93.7,No
5006,31,95.3,Yes
5007,25,90.7,Yes
5008,28,91.2,Yes
5009,16,91.3,No
5010,14,93.4,No
5011,28,85.9,Yes
5012,34,85.4,Yes
5013,18,87.8,No
5014,34,88.9,Yes
5015,23,98.5,Yes
5016,20,91.3,No
5017,17,84.4,No
5018,15,87.8,No
5019,12,91.0,No
5020,15,89.3,No
5021,27,95.3,Yes
5022,32,86.4,Yes
5023,31,76.0,Yes
5024,18,80.0,No
5025,21,84.9,No
5026,16,91.4,No
5027,19,90.3,No
5028,19,81.0,No
5029,16,75.3,No
5030,26,79.6,Yes
5031,25,88.8,Yes
5032,25,82.0,Yes
5033,16,84.0,No
5034,31,88.0,Yes
5035,28,84.0,Yes
5036,19,95.8,No
5037,30,93.2,Yes
5038,24,90.0,Yes
5039,15,86.0,No
5040,16,78.0,No
5041,32,84.8,Yes
5042,30,82.6,Yes
5043,33,82.4,Yes
5044,28,79.9,Yes
5045,31,58.8,Yes
5046,24,54.1,Yes
5047,30,56.3,Yes
5048,32,58.3,Yes
5049,33,51.3,Yes
5050,24,55.2,Yes
5051,24,49.8,Yes
